"IOC"-"Created"-"Modified"-"First_seen"-"Last_seen"-"Description"-"IsIoc"-"IsActive"-"Tags"-"Industries"-"ASN"-"ASN_owner"-"BIK"-"Operations_count"-"Last_op_date"-"Payment_system"
" 128.206.218.246 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"ip"-"culture"-"2"-"owner2"-""-""-""-""
" 3e03:a3d0:1358:349f:ec54:1708:351a:7d3a "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"ipv6"-"culture"-"2"-"owner2"-""-""-""-""
" opensourcespaces.com "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"domain"-"culture"-"2"-"owner2"-""-""-""-""
" 6c5d2fad693eb3fade00afc06963bce1 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"md5"-"culture"-"2"-"owner2"-""-""-""-""
" 0adb4e8f05312f0b8da9d30692d36462c4daaeec "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"false"-"sha1"-"culture"-"2"-"owner2"-""-""-""-""
" 805451e95f9245e60f138d58d3c661e5acd7c0a314bff2e9bd2ca5987d814709 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"false"-"sha256"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
" opensourcespaces@email.com "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"e-mail"-"culture"-"2"-"owner2"-""-""-""-""
" opensourcedocspaces.txt "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"false"-"file"-"culture"-"2"-"owner2"-""-""-""-""
" http://opensourcespaces.neovcharka/file/kak "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"url"-"culture"-"2"-"owner2"-""-""-""-""
" sg4plvwcpnl888888.prod.sin3.secureserver.net/~aloyst/* "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"mask"-"culture"-"2"-"owner2"-""-""-""-""
" agentspace02 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"account"-"culture"-"2"-"owner2"-""-""-""-""
" 4722569932437777 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"bank_card"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
" 0412051199 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"inn10"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
" 799174733186 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"inn12"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
" 42333813155372222279 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"account_number_ru"-"culture"-"2"-"owner2"-"019205411"-"5"-"2024.05.14T22:50:00"-""
" QQ11QWERT12345QWERT12345QWERT11211 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"account_number_iban"-"culture"-"2"-"owner2"-"S1B2QQ12ER1"-"5"-"2024.05.14T22:50:00"-""
" 79319201214 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"phone_number"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
" 1487b6789019R213 "-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"ewallet_number"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-"Steam"
