"IOC"-"Created"-"Modified"-"First_seen"-"Last_seen"-"Description"-"IsIoc"-"IsActive"-"Tags"-"Industries"-"ASN"-"ASN_owner"-"BIK"-"Operations_count"-"Last_op_date"-"Payment_system"
"155.2.35.252"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"ip"-"culture"-"2"-"owner2"-""-""-""-""
"7a0f:f00a:0aba:f536:0c5d:77b2:287c:c358"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"ipv6"-"culture"-"2"-"owner2"-""-""-""-""
"opensourcedomain.com"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"domain"-"culture"-"2"-"owner2"-""-""-""-""
"8e711baad631db8652c7646338914451"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"md5"-"culture"-"2"-"owner2"-""-""-""-""
"aed5745e4edc0219f99cf1b8936a124de1122501"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"false"-"sha1"-"culture"-"2"-"owner2"-""-""-""-""
"761696dffdde259237c5a43494fbed0af046a99e5f758af81eeb82210216a5f9"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"false"-"sha256"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
"opensource@email.com"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"e-mail"-"culture"-"2"-"owner2"-""-""-""-""
"opensourcedoc.txt"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"false"-"file"-"culture"-"2"-"owner2"-""-""-""-""
"http://opensource.neovcharka/file/kak"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"url"-"culture"-"2"-"owner2"-""-""-""-""
"sg3plvwcpnl888888.prod.sin3.secureserver.net/~aloyst/*"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"mask"-"culture"-"2"-"owner2"-""-""-""-""
"agent02"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"account"-"culture"-"2"-"owner2"-""-""-""-""
"4711569932437777"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"bank_card"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
"0412056099"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"inn10"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
"799974733086"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"inn12"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
"42333812445372222279"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"account_number_ru"-"culture"-"2"-"owner2"-"019205411"-"5"-"2024.05.14T22:50:00"-""
"QQ11QWERT12345QWERT12345QWERT11111"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"account_number_iban"-"culture"-"2"-"owner2"-"S1B2QQ12ER1"-"5"-"2024.05.14T22:50:00"-""
"79159201214"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"phone_number"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-""
"1444b6789019R213"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"ewallet_number"-"culture"-"2"-"owner2"-""-"5"-"2024.05.14T22:50:00"-"Система быстрых платежей"
